Referencia;Descripción;Fecha;Salidas;Precio;Pedido de venta -> Serie, ejercicio y nº pedido;Pedido de venta -> Nº pedido;Factura de venta -> Serie de factura emitida;Cliente;Cliente -> Nombre fiscal
PH 9315;S.A.I. PHASAK Online Rack 19" 1500 VA LCD;1-Mar-2021;4;329.8400;01/08-N/21-00589;589;1;66921;TECAP TELECOMUNICACIONES Y SERVICIOS, SL
PH 9315;S.A.I. PHASAK Online Rack 19" 1500 VA LCD;2-Mar-2021;1;281.0000;01/04-M/21-00288;288;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9315;S.A.I. PHASAK Online Rack 19" 1500 VA LCD;11-Mar-2021;1;312.3700;01/04-M/21-00334;334;18;28786;COMPONENTES INFORMATICOS ASTURIAS S.L.
PH 9315;S.A.I. PHASAK Online Rack 19" 1500 VA LCD;16-Mar-2021;2;304.2500;01/04-M/21-00347;347;18;57160;DIELTRON ELECTRONICA S.L.
PH 9315;S.A.I. PHASAK Online Rack 19" 1500 VA LCD;17-Mar-2021;1;318.0000;01/08-N/21-01320;1320;1;52768;CENTRO DE INFORMATICA DEL NOROESTE, S.L.U.
PH 9315;S.A.I. PHASAK Online Rack 19" 1500 VA LCD;17-Mar-2021;1;334.6600;01/08-N/21-01337;1337;1;49409;PIQMA ASESORES S.L.
PH 9315;S.A.I. PHASAK Online Rack 19" 1500 VA LCD;29-Mar-2021;1;304.2500;01/04-M/21-00397;397;18;20466;GLOBOMATIK INFORMATICA, SL
PH 9315;S.A.I. PHASAK Online Rack 19" 1500 VA LCD;12-Abr-2021;2;312.3700;01/04-M/21-00443;443;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9315;S.A.I. PHASAK Online Rack 19" 1500 VA LCD;13-Abr-2021;2;312.3700;01/04-M/21-00446;446;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9315;S.A.I. PHASAK Online Rack 19" 1500 VA LCD;15-Abr-2021;10;299.0000;01/08-N/21-01289;1289;1;67067;SATLINK S.L.
PH 9315;S.A.I. PHASAK Online Rack 19" 1500 VA LCD;30-Jun-2021;1;213.1700;01/08-IE/21-00085;85;44;24256;MEDIO INFORMÁTICO, LDA
PH 9315;S.A.I. PHASAK Online Rack 19" 1500 VA LCD;25-Ago-2021;2;312.3700;01/04-M/21-00591;591;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9315;S.A.I. PHASAK Online Rack 19" 1500 VA LCD;25-Ago-2021;1;425.9500;01/04-N/21-00148;148;1;40621;HM HISPAMICRO SISTEMAS INFORMATICOS S.L.U.
PH 9315;S.A.I. PHASAK Online Rack 19" 1500 VA LCD;26-Ago-2021;2;425.9500;01/04-M/21-00788;788;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9315;S.A.I. PHASAK Online Rack 19" 1500 VA LCD;17-Sep-2021;1;388.5300;01/08-N/21-03874;3874;1;50936;QUIROS GESTION, S.L.
PH 9315;S.A.I. PHASAK Online Rack 19" 1500 VA LCD;22-Sep-2021;1;388.5300;01/08-N/21-03943;3943;1;53676;INSTALACIONES REJEMAR, S.L.
PH 9315;S.A.I. PHASAK Online Rack 19" 1500 VA LCD;24-Sep-2021;1;388.5300;01/08-N/21-04006;4006;1;53676;INSTALACIONES REJEMAR, S.L.
PH 9315;S.A.I. PHASAK Online Rack 19" 1500 VA LCD;28-Sep-2021;1;349.6800;01/04-M/21-00862;862;18;20466;GLOBOMATIK INFORMATICA, SL
PH 9315;S.A.I. PHASAK Online Rack 19" 1500 VA LCD;28-Sep-2021;1;388.5300;01/08-N/21-04084;4084;1;53676;INSTALACIONES REJEMAR, S.L.
PH 9315;S.A.I. PHASAK Online Rack 19" 1500 VA LCD;13-Oct-2021;1;349.6800;01/08-M/21-00018;18;18;23167;X-NET, S.L.
PH 9315;S.A.I. PHASAK Online Rack 19" 1500 VA LCD;14-Oct-2021;1;349.6800;01/08-M/21-00021;21;18;23167;X-NET, S.L.
PH 9315;S.A.I. PHASAK Online Rack 19" 1500 VA LCD;14-Oct-2021;2;388.5300;01/08-N/21-04289;4289;1;53676;INSTALACIONES REJEMAR, S.L.
PH 9315;S.A.I. PHASAK Online Rack 19" 1500 VA LCD;3-Nov-2021;1;349.6800;01/04-M/21-00950;950;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9315;S.A.I. PHASAK Online Rack 19" 1500 VA LCD;3-Nov-2021;1;391.0600;01/08-N/21-04609;4609;1;10346;DETEINCO, S.L.U.
PH 9315;S.A.I. PHASAK Online Rack 19" 1500 VA LCD;25-Nov-2021;1;351.9500;01/04-M/21-01012;1012;18;20466;GLOBOMATIK INFORMATICA, SL
PH 9315;S.A.I. PHASAK Online Rack 19" 1500 VA LCD;26-Nov-2021;2;389.0000;01/08-N/21-04642;4642;1;23377;SPW S.L
PH 9315;S.A.I. PHASAK Online Rack 19" 1500 VA LCD;30-Nov-2021;1;366.4600;01/04-M/21-01031;1031;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9315;S.A.I. PHASAK Online Rack 19" 1500 VA LCD;12-Ene-2022;1;380.1200;01/08-N/22-00100;100;1;31222;SEINCO S.L.
PH 9315;S.A.I. PHASAK Online Rack 19" 1500 VA LCD;18-Ene-2022;1;365.0700;01/08-N/22-00104;104;1;25238;INT VITORIA S.L.
PH 9315;S.A.I. PHASAK Online Rack 19" 1500 VA LCD;18-Ene-2022;1;380.1200;01/08-N/22-00192;192;1;38116;JOSE LUIS CASTRO ANDRADE
PH 9315;S.A.I. PHASAK Online Rack 19" 1500 VA LCD;14-Feb-2022;2;342.1100;01/08-M/22-00007;7;18;23167;X-NET, S.L.
PH 9315;S.A.I. PHASAK Online Rack 19" 1500 VA LCD;15-Feb-2022;1;380.1200;01/08-N/22-00653;653;1;49409;PIQMA ASESORES S.L.
PH 9315;S.A.I. PHASAK Online Rack 19" 1500 VA LCD;16-Feb-2022;1;380.1200;01/08-N/22-00668;668;1;54394;SISTEMAS DE OFICINA DE JEREZ S.L.
PH 9315;S.A.I. PHASAK Online Rack 19" 1500 VA LCD;25-Feb-2022;2;342.1100;01/04-N/22-00056;56;1;40621;HM HISPAMICRO SISTEMAS INFORMATICOS S.L.U.
PH 9315;S.A.I. PHASAK Online Rack 19" 1500 VA LCD;7-Mar-2022;1;380.1200;01/08-N/22-00941;941;1;67639;KL2B SPAIN, SL
PH 9315;S.A.I. PHASAK Online Rack 19" 1500 VA LCD;10-Mar-2022;2;380.1200;01/08-N/22-01011;1011;1;53676;INSTALACIONES REJEMAR, S.L.
PH 9315;S.A.I. PHASAK Online Rack 19" 1500 VA LCD;10-Mar-2022;2;372.5200;01/08-N/22-01013;1013;1;63535;INFORMATICA PROYECT PC S.L.
PH 9315;S.A.I. PHASAK Online Rack 19" 1500 VA LCD;11-Mar-2022;0;380.1200;01/08-N/22-01061;1061;1;67639;KL2B SPAIN, SL
PH 9315;S.A.I. PHASAK Online Rack 19" 1500 VA LCD;11-Mar-2022;1;380.1200;01/08-N/22-01062;1062;1;67639;KL2B SPAIN, SL
PH 9315;S.A.I. PHASAK Online Rack 19" 1500 VA LCD;15-Mar-2022;1;380.1200;01/08-N/22-01117;1117;1;49409;PIQMA ASESORES S.L.
PH 9315;S.A.I. PHASAK Online Rack 19" 1500 VA LCD;18-Mar-2022;2;342.1100;01/04-M/22-00194;194;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9315;S.A.I. PHASAK Online Rack 19" 1500 VA LCD;23-Mar-2022;1;342.1100;01/04-M/22-00207;207;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9315;S.A.I. PHASAK Online Rack 19" 1500 VA LCD;31-Mar-2022;1;235.3100;01/08-IE/22-00055;55;44;24256;MEDIO INFORMÁTICO, LDA
PH 9315;S.A.I. PHASAK Online Rack 19" 1500 VA LCD;4-Abr-2022;2;330.6600;01/04-M/22-00235;235;18;34760;DEPAU SISTEMAS, S.L.
PH 9315;S.A.I. PHASAK Online Rack 19" 1500 VA LCD;4-Abr-2022;1;382.5500;01/08-N/22-01409;1409;1;54579;DISEÑO Y SOLUCIONES INFORMATION TECHNOLOGY S.L.
PH 9315;S.A.I. PHASAK Online Rack 19" 1500 VA LCD;8-Abr-2022;1;342.1100;01/04-M/22-00267;267;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9315;S.A.I. PHASAK Online Rack 19" 1500 VA LCD;28-Abr-2022;1;367.4000;01/08-N/22-01704;1704;1;54606;SEGURIDAD INTEGRAL SECOEX SA
PH 9315;S.A.I. PHASAK Online Rack 19" 1500 VA LCD;2-May-2022;1;382.5500;01/08-N/22-01736;1736;1;10341;MADD INFORMATICS,S.L.
PH 9315;S.A.I. PHASAK Online Rack 19" 1500 VA LCD;3-May-2022;1;382.5500;01/08-N/22-01644;1644;1;67639;KL2B SPAIN, SL
PH 9315;S.A.I. PHASAK Online Rack 19" 1500 VA LCD;11-May-2022;1;382.5500;01/08-N/22-01884;1884;1;23377;SPW S.L
PH 9315;S.A.I. PHASAK Online Rack 19" 1500 VA LCD;31-May-2022;1;237.1800;;;;24256;MEDIO INFORMÁTICO, LDA
PH 9315;S.A.I. PHASAK Online Rack 19" 1500 VA LCD;31-May-2022;1;237.1800;;;;24256;MEDIO INFORMÁTICO, LDA
PH 9315;S.A.I. PHASAK Online Rack 19" 1500 VA LCD;31-May-2022;1;237.1800;01/08-IE/22-00114;114;44;24256;MEDIO INFORMÁTICO, LDA
PH 9315;S.A.I. PHASAK Online Rack 19" 1500 VA LCD;31-May-2022;1;330.6600;01/04-N/22-00118;118;1;40621;HM HISPAMICRO SISTEMAS INFORMATICOS S.L.U.
PH 9315;S.A.I. PHASAK Online Rack 19" 1500 VA LCD;1-Jun-2022;0;351.9500;01/04-M/22-00375;375;18;20466;GLOBOMATIK INFORMATICA, SL
PH 9315;S.A.I. PHASAK Online Rack 19" 1500 VA LCD;7-Jun-2022;1;382.5500;01/08-N/22-02367;2367;1;57763;LUISA RAFFO ESQUIVEL
PH 9315;S.A.I. PHASAK Online Rack 19" 1500 VA LCD;21-Jun-2022;1;330.6600;01/04-M/22-00429;429;18;34760;DEPAU SISTEMAS, S.L.
PH 9315;S.A.I. PHASAK Online Rack 19" 1500 VA LCD;28-Jun-2022;1;382.5500;01/08-N/22-02721;2721;1;58878;SISTEMES INFORMATICS EMPORDA, S.L.L.
PH 9315;S.A.I. PHASAK Online Rack 19" 1500 VA LCD;5-Jul-2022;1;330.6600;01/04-M/22-00527;527;18;34760;DEPAU SISTEMAS, S.L.
PH 9315;S.A.I. PHASAK Online Rack 19" 1500 VA LCD;12-Jul-2022;1;382.5500;01/08-N/22-02944;2944;1;58878;SISTEMES INFORMATICS EMPORDA, S.L.L.
PH 9315;S.A.I. PHASAK Online Rack 19" 1500 VA LCD;12-Jul-2022;0;382.5500;01/08-N/22-02944;2944;1;58878;SISTEMES INFORMATICS EMPORDA, S.L.L.
PH 9315;S.A.I. PHASAK Online Rack 19" 1500 VA LCD;11-Ago-2022;1;330.6600;01/04-M/22-00635;635;18;34760;DEPAU SISTEMAS, S.L.
PH 9315;S.A.I. PHASAK Online Rack 19" 1500 VA LCD;26-Ago-2022;1;330.6600;01/04-M/22-00663;663;18;34760;DEPAU SISTEMAS, S.L.
PH 9315;S.A.I. PHASAK Online Rack 19" 1500 VA LCD;26-Sep-2022;1;330.6600;01/04-N/22-00180;180;1;40621;HM HISPAMICRO SISTEMAS INFORMATICOS S.L.U.
PH 9315;S.A.I. PHASAK Online Rack 19" 1500 VA LCD;6-Oct-2022;1;330.6600;01/04-M/22-00749;749;18;34760;DEPAU SISTEMAS, S.L.
PH 9315;S.A.I. PHASAK Online Rack 19" 1500 VA LCD;6-Oct-2022;1;348.9000;01/08-N/22-03999;3999;1;57751;INNOVATE POWERING ELECTRONIC S.L.
PH 9315;S.A.I. PHASAK Online Rack 19" 1500 VA LCD;6-Oct-2022;1;344.2900;01/04-M/22-00758;758;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9315;S.A.I. PHASAK Online Rack 19" 1500 VA LCD;7-Nov-2022;1;344.2900;01/04-N/22-00221;221;1;40621;HM HISPAMICRO SISTEMAS INFORMATICOS S.L.U.
PH 9315;S.A.I. PHASAK Online Rack 19" 1500 VA LCD;8-Nov-2022;1;344.2900;01/08-M/22-00047;47;18;23167;X-NET, S.L.
PH 9315;S.A.I. PHASAK Online Rack 19" 1500 VA LCD;9-Nov-2022;0;330.6600;01/04-M/22-00845;845;18;34760;DEPAU SISTEMAS, S.L.
PH 9315;S.A.I. PHASAK Online Rack 19" 1500 VA LCD;9-Nov-2022;1;382.5500;01/08-N/22-04484;4484;1;67832;BABY PENGUIN, S.L.
PH 9315;S.A.I. PHASAK Online Rack 19" 1500 VA LCD;11-Nov-2022;1;330.6600;01/04-M/22-00883;883;18;34760;DEPAU SISTEMAS, S.L.
PH 9315;S.A.I. PHASAK Online Rack 19" 1500 VA LCD;29-Nov-2022;1;382.5500;01/08-N/22-04882;4882;1;24243;MULTIDISK, SL
PH 9315;S.A.I. PHASAK Online Rack 19" 1500 VA LCD;2-Dic-2022;1;330.6600;01/04-M/22-00951;951;18;34760;DEPAU SISTEMAS, S.L.
PH 9315;S.A.I. PHASAK Online Rack 19" 1500 VA LCD;5-Dic-2022;1;344.2900;01/08-M/22-00055;55;18;23167;X-NET, S.L.
PH 9322;Banco de Baterías suplementarias (X8bat-12V-9Amp) para PH 9320;11-Nov-2019;1;403.6000;01/03-N/19-04647;4647;1;39516;ICIM LAB, S.L.
PH 9330;S.A.I. PHASAK Online Rack 19" 3000 VA LCD ;3-Ene-2018;0;296.5100;01/03-I/18-00004;4;2;45401;INNOVATIO NEGOTIUM ELECTRONICOS E COMPONENTES, UNIPESSOAL , LDA
PH 9330;S.A.I. PHASAK Online Rack 19" 3000 VA LCD ;3-Ene-2018;5;296.5100;01/03-I/18-00005;5;2;45401;INNOVATIO NEGOTIUM ELECTRONICOS E COMPONENTES, UNIPESSOAL , LDA
PH 9330;S.A.I. PHASAK Online Rack 19" 3000 VA LCD ;9-Ene-2018;3;300.2700;01/03-I/18-00054;54;2;45401;INNOVATIO NEGOTIUM ELECTRONICOS E COMPONENTES, UNIPESSOAL , LDA
PH 9330;S.A.I. PHASAK Online Rack 19" 3000 VA LCD ;10-Ene-2018;0;300.2700;01/03-I/18-00055;55;2;45401;INNOVATIO NEGOTIUM ELECTRONICOS E COMPONENTES, UNIPESSOAL , LDA
PH 9330;S.A.I. PHASAK Online Rack 19" 3000 VA LCD ;10-Ene-2018;3;300.2700;01/03-I/18-00056;56;2;45401;INNOVATIO NEGOTIUM ELECTRONICOS E COMPONENTES, UNIPESSOAL , LDA
PH 9330;S.A.I. PHASAK Online Rack 19" 3000 VA LCD ;12-Ene-2018;1;456.1700;01/04-M/18-00036;36;18;57160;DIELTRON ELECTRONICA S.L.
PH 9330;S.A.I. PHASAK Online Rack 19" 3000 VA LCD ;15-Ene-2018;1;630.9000;01/03-N/18-00248;248;1;34537;COALLA ASESORIA INFORMATICA, S.L.
PH 9330;S.A.I. PHASAK Online Rack 19" 3000 VA LCD ;18-Ene-2018;1;550.0000;01/03-N/18-00286;286;1;54606;SEGURIDAD INTEGRAL SECOEX SA
PH 9330;S.A.I. PHASAK Online Rack 19" 3000 VA LCD ;25-Ene-2018;3;605.1300;01/03-N/18-00292;292;1;58858;CONEXXIA BROADCAST SERVICES,S.L
PH 9330;S.A.I. PHASAK Online Rack 19" 3000 VA LCD ;30-Ene-2018;1;494.2000;01/04-M/18-00069;69;18;58229;JAVA COMPONENTES, SL*
PH 9330;S.A.I. PHASAK Online Rack 19" 3000 VA LCD ;20-Feb-2018;2;494.2000;01/03-N/18-00942;942;1;34157;EXTENSA TELECOM, S.L.
PH 9330;S.A.I. PHASAK Online Rack 19" 3000 VA LCD ;28-Feb-2018;2;456.1700;01/04-M/18-00138;138;18;57160;DIELTRON ELECTRONICA S.L.
PH 9330;S.A.I. PHASAK Online Rack 19" 3000 VA LCD ;20-Mar-2018;1;538.0000;01/03-N/18-01396;1396;1;45187;INFOPID S.L.
PH 9330;S.A.I. PHASAK Online Rack 19" 3000 VA LCD ;21-Mar-2018;2;494.2000;01/04-M/18-00209;209;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9330;S.A.I. PHASAK Online Rack 19" 3000 VA LCD ;17-Abr-2018;1;605.1300;01/03-N/18-01962;1962;1;50038;DEA AUTOMATIZACION Y SISTEMAS S.L.
PH 9330;S.A.I. PHASAK Online Rack 19" 3000 VA LCD ;18-Abr-2018;1;630.9000;01/03-N/18-02009;2009;1;52168;KOOBIS SERVICIOS INFORMATICOS S.L
PH 9330;S.A.I. PHASAK Online Rack 19" 3000 VA LCD ;21-May-2018;2;494.2000;01/04-M/18-00365;365;18;57123;KILOVATIO GALICIA
PH 9330;S.A.I. PHASAK Online Rack 19" 3000 VA LCD ;24-May-2018;1;529.0000;01/03-N/18-02533;2533;1;31700;DESINBUR,S.L.
PH 9330;S.A.I. PHASAK Online Rack 19" 3000 VA LCD ;28-May-2018;1;569.0000;01/03-N/18-02600;2600;1;50714;INET TALAVERA 2010, S.L.
PH 9330;S.A.I. PHASAK Online Rack 19" 3000 VA LCD ;2-Jul-2018;1;462.5700;01/04-M/18-00504;504;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9330;S.A.I. PHASAK Online Rack 19" 3000 VA LCD ;10-Jul-2018;1;579.0600;01/03-N/18-03152;3152;1;24645;INTERNATIONAL DATA COMPUTER, S.L.
PH 9330;S.A.I. PHASAK Online Rack 19" 3000 VA LCD ;19-Jul-2018;1;640.6800;01/03-I/18-02292;2292;;60502;INEC MOVIMIENTOS DE ALMACEN
PH 9330;S.A.I. PHASAK Online Rack 19" 3000 VA LCD ;23-Jul-2018;1;494.2000;01/04-M/18-00556;556;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9330;S.A.I. PHASAK Online Rack 19" 3000 VA LCD ;26-Jul-2018;1;640.6800;01/03-N/18-03741;3741;1;38923;INSE 10 S.L.
PH 9330;S.A.I. PHASAK Online Rack 19" 3000 VA LCD ;7-Ago-2018;1;640.6800;01/03-N/18-03887;3887;1;56927;SEPTENTRIO TECHNOLOGIES S.L.
PH 9330;S.A.I. PHASAK Online Rack 19" 3000 VA LCD ;4-Sep-2018;1;501.8600;01/04-M/18-00652;652;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9330;S.A.I. PHASAK Online Rack 19" 3000 VA LCD ;4-Sep-2018;1;501.8600;01/04-M/18-00651;651;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9330;S.A.I. PHASAK Online Rack 19" 3000 VA LCD ;4-Sep-2018;1;501.8600;01/04-M/18-00650;650;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9330;S.A.I. PHASAK Online Rack 19" 3000 VA LCD ;19-Sep-2018;1;433.9100;01/04-M/18-00703;703;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9330;S.A.I. PHASAK Online Rack 19" 3000 VA LCD ;19-Sep-2018;1;645.2700;01/03-N/18-03899;3899;1;60994;0
PH 9330;S.A.I. PHASAK Online Rack 19" 3000 VA LCD Plan Renove phasak;20-Sep-2018;1;544.0000;01/03-N/18-04471;4471;1;27343;ORDENADORES GEA 2004 S.L.
PH 9330;S.A.I. PHASAK Online Rack 19" 3000 VA LCD ;24-Sep-2018;1;640.0000;01/03-N/18-04532;4532;1;49913;GIRALDO CRESPO IT SOLUTIONS. SL
PH 9330;S.A.I. PHASAK Online Rack 19" 3000 VA LCD ;24-Sep-2018;1;645.2700;01/03-N/18-04534;4534;1;61030;JM AUDIOVISUAL S.L.
PH 9330;S.A.I. PHASAK Online Rack 19" 3000 VA LCD ;25-Sep-2018;1;466.5600;01/04-M/18-00712;712;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9330;S.A.I. PHASAK Online Rack 19" 3000 VA LCD ;2-Oct-2018;1;645.2700;01/03-N/18-04694;4694;1;34537;COALLA ASESORIA INFORMATICA, S.L.
PH 9330;S.A.I. PHASAK Online Rack 19" 3000 VA LCD ;4-Oct-2018;1;599.0000;01/03-N/18-04730;4730;1;38466;DANIELEC COMPONENTES, S.L.
PH 9330;S.A.I. PHASAK Online Rack 19" 3000 VA LCD ;15-Oct-2018;1;645.2700;01/03-N/18-04890;4890;1;61062;IMPLANTADORES SISTEMAS Y SOPORTES, S.L.
PH 9330;S.A.I. PHASAK Online Rack 19" 3000 VA LCD ;30-Oct-2018;1;501.8600;01/04-M/18-00855;855;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9330;S.A.I. PHASAK Online Rack 19" 3000 VA LCD ;30-Oct-2018;1;466.5600;01/04-M/18-00862;862;18;20466;GLOBOMATIK INFORMATICA, SL
PH 9330;S.A.I. PHASAK Online Rack 19" 3000 VA LCD ;15-Nov-2018;1;587.0000;01/03-N/18-05493;5493;1;10449;RECERCA I SERVEIS TECNOLOGICS, S.L.
PH 9330;S.A.I. PHASAK Online Rack 19" 3000 VA LCD ;21-Nov-2018;1;466.5000;01/04-M/18-00959;959;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9330;S.A.I. PHASAK Online Rack 19" 3000 VA LCD ;26-Nov-2018;1;466.5000;01/04-M/18-00973;973;18;50408;CENTRAL LOGISTICA INFORMATICA, CB
PH 9330;S.A.I. PHASAK Online Rack 19" 3000 VA LCD ;27-Nov-2018;1;466.5000;01/04-M/18-00982;982;18;20466;GLOBOMATIK INFORMATICA, SL
PH 9330;S.A.I. PHASAK Online Rack 19" 3000 VA LCD ;19-Dic-2018;1;433.2400;01/04-M/18-01063;1063;18;57160;DIELTRON ELECTRONICA S.L.
PH 9330;S.A.I. PHASAK Online Rack 19" 3000 VA LCD ;20-Dic-2018;0;474.6400;01/04-M/18-01069;1069;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9330;S.A.I. PHASAK Online Rack 19" 3000 VA LCD ;2-Ene-2019;2;466.5000;01/04-M/18-01085;1085;18;20466;GLOBOMATIK INFORMATICA, SL
PH 9330;S.A.I. PHASAK Online Rack 19" 3000 VA LCD ;9-Ene-2019;1;452.6300;01/04-M/19-00012;12;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9330;S.A.I. PHASAK Online Rack 19" 3000 VA LCD ;28-Dic-2018;1;645.2500;01/03-N/19-00182;182;1;37750;ECLIPSE COMUNICACIÓN DIXITAL, S.L.
PH 9330;S.A.I. PHASAK Online Rack 19" 3000 VA LCD ;18-Ene-2019;1;466.5000;01/04-M/19-00043;43;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9330;S.A.I. PHASAK Online Rack 19" 3000 VA LCD ;23-Ene-2019;0;466.5000;01/04-M/19-00068;68;18;50408;CENTRAL LOGISTICA INFORMATICA, CB
PH 9330;S.A.I. PHASAK Online Rack 19" 3000 VA LCD ;29-Ene-2019;1;578.0000;01/03-N/19-00322;322;1;50714;INET TALAVERA 2010, S.L.
PH 9330;S.A.I. PHASAK Online Rack 19" 3000 VA LCD ;30-Ene-2019;1;618.9100;01/03-N/19-00356;356;1;14996;SYSCEL SOLUTIONS, S.L.
PH 9330;S.A.I. PHASAK Online Rack 19" 3000 VA LCD ;7-Feb-2019;1;615.0000;01/03-N/19-00481;481;1;39966;PABLEX INFORMATICA S.L. 
PH 9330;S.A.I. PHASAK Online Rack 19" 3000 VA LCD ;18-Feb-2019;1;599.0000;01/03-N/19-00709;709;1;46322;DIGITALIA SOLUCIONES INFORMATICAS, S.L.
PH 9330;S.A.I. PHASAK Online Rack 19" 3000 VA LCD ;22-Mar-2019;1;497.1500;01/04-M/19-00367;367;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9330;S.A.I. PHASAK Online Rack 19" 3000 VA LCD ;27-Mar-2019;1;618.9100;01/03-N/19-01362;1362;1;53593;PBX COMUNICACIONS 2011, SL
PH 9330;S.A.I. PHASAK Online Rack 19" 3000 VA/2700W  LCD ;2-Abr-2019;1;550.0000;01/03-N/19-01440;1440;1;54606;SEGURIDAD INTEGRAL SECOEX SA
PH 9330;S.A.I. PHASAK Online Rack 19" 3000 VA LCD ;5-Abr-2019;1;433.2400;01/04-M/19-00413;413;18;57160;DIELTRON ELECTRONICA S.L.
PH 9330;S.A.I. PHASAK Online Rack 19" 3000 VA LCD ;15-Abr-2019;0;452.6300;01/04-M/19-00450;450;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9330;S.A.I. PHASAK Online Rack 19" 3000 VA LCD ;29-Abr-2019;1;618.9100;01/03-N/19-01875;1875;1;26441;CENTRO ANDALUZ DE TECNOL DE LA INFORM S.L.
PH 9330;S.A.I. PHASAK Online Rack 19" 3000 VA LCD ;30-Abr-2019;1;308.5000;01/03-I/19-00905;905;2;24256;MEDIO INFORMÁTICO, LDA
PH 9330;S.A.I. PHASAK Online Rack 19" 3000 VA LCD ;2-May-2019;1;466.5000;01/04-N/19-00048;48;1;40621;HM HISPAMICRO SISTEMAS INFORMATICOS S.L.U.
PH 9330;S.A.I. PHASAK Online Rack 19" 3000 VA LCD ;13-May-2019;0;466.5000;01/04-M/19-00522;522;18;20466;GLOBOMATIK INFORMATICA, SL
PH 9330;S.A.I. PHASAK Online Rack 19" 3000 VA LCD ;22-May-2019;1;598.0000;01/03-N/19-02198;2198;1;53469;VIGILANTES ASOCIADOS AL SERVICIO DE BANCA Y EMPRESAS VASBE SL
PH 9330;S.A.I. PHASAK Online Rack 19" 3000 VA LCD ;27-May-2019;1;645.2500;01/03-N/19-02287;2287;1;61030;JM AUDIOVISUAL S.L.
PH 9330;S.A.I. PHASAK Online Rack 19" 3000 VA LCD ;31-May-2019;2;308.5000;01/03-I/19-01982;1982;2;24256;MEDIO INFORMÁTICO, LDA
PH 9330;S.A.I. PHASAK Online Rack 19" 3000 VA LCD ;4-Jun-2019;1;575.0000;01/03-N/19-02179;2179;1;45187;INFOPID S.L.
PH 9330;S.A.I. PHASAK Online Rack 19" 3000 VA LCD ;10-Jun-2019;2;583.2000;01/03-N/19-02391;2391;1;38610;ENGASOFT, S.L.
PH 9330;S.A.I. PHASAK Online Rack 19" 3000 VA LCD ;11-Jun-2019;1;432.9500;01/04-M/19-00658;658;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9330;S.A.I. PHASAK Online Rack 19" 3000 VA LCD ;17-Jun-2019;1;645.2500;01/03-N/19-02588;2588;1;53593;PBX COMUNICACIONS 2011, SL
PH 9330;S.A.I. PHASAK Online Rack 19" 3000 VA LCD ;17-Jun-2019;2;466.5000;01/04-N/19-00069;69;1;40621;HM HISPAMICRO SISTEMAS INFORMATICOS S.L.U.
PH 9330;S.A.I. PHASAK Online Rack 19" 3000 VA LCD ;25-Jun-2019;1;476.6700;01/04-M/19-00696;696;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9330;S.A.I. PHASAK Online Rack 19" 3000 VA LCD ;1-Jul-2019;1;645.2500;01/03-N/19-02801;2801;1;53593;PBX COMUNICACIONS 2011, SL
PH 9330;S.A.I. PHASAK Online Rack 19" 3000 VA LCD ;1-Jul-2019;1;598.0000;01/03-N/19-02796;2796;1;53469;VIGILANTES ASOCIADOS AL SERVICIO DE BANCA Y EMPRESAS VASBE SL
PH 9330;S.A.I. PHASAK Online Rack 19" 3000 VA LCD ;8-Jul-2019;1;476.7700;01/04-M/19-00741;741;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9330;S.A.I. PHASAK Online Rack 19" 3000 VA LCD ;12-Jul-2019;1;466.5000;01/04-N/19-00077;77;1;40621;HM HISPAMICRO SISTEMAS INFORMATICOS S.L.U.
